filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00010.wav,66150,0.274161,0.09816025,0.19125748,0.0018908766,1361.3336974913343,63618.85046784998,1287.739748197393,90818.23989003785,2409.5654296875,478827.5810975295,0.07488731971153846,7.645951220269739e-05,-3.323994e-05,0.0286886,9.478718e-05,0.0038301842,161.4990234375,-145.37482,3668.2986,150.71844,514.30066,-59.401127,227.29996,16.764645,532.95074,-27.276173,124.1858,1.2751498,114.137184,-16.729511,87.55439,13.65802,66.77807,-5.7350473,43.021145,-1.3493145,46.70251,-3.277187,39.39613,3.0559828,28.46091,-2.2964137,41.1167,0.39910537,26.454803,-3.2479775,16.339174,-6.4821877,32.189056,3.3568115,29.784256,1.2265289,37.334206,-1.7123854,40.986988,-5.4833355,28.558023,blues
blues.00011.wav,66150,0.39592555,0.10259027,0.053600516,0.0022557606,1387.9621710676684,546374.5594914831,1815.1017601403312,272787.8019209435,3007.525916466346,3269384.4157324736,0.044899338942307694,0.001483021741788063,3.3717755e-05,0.0039585596,6.2848834e-05,0.00042104995,161.4990234375,-321.72385,5609.327,123.83758,1086.333,4.0819573,189.5909,29.692673,228.95366,8.880044,352.30737,16.44616,215.74095,-2.839287,94.91171,15.705532,67.92485,3.5414383,72.7485,7.2725806,73.41851,-2.4951937,57.487312,0.05697526,47.94032,-5.541474,57.882034,-4.698399,48.99538,-2.9318092,50.80998,-3.1635413,29.744806,-0.9385523,30.835348,-0.31404418,37.05847,-0.40440968,16.487616,-4.5863357,18.470537,blues
blues.00012.wav,66150,0.28519276,0.10146285,0.0887074,0.0015396611,1766.8612209620196,105359.26091519587,1765.2742260611217,33537.15029550846,3508.752629206731,201413.60880087115,0.09124474158653846,0.0009617709690297145,-2.1566095e-05,0.005383132,-6.405707e-05,0.0024579023,172.265625,-214.41931,4342.046,116.20546,588.74084,-27.890875,516.9761,70.178764,793.2343,-15.28102,303.79437,16.922445,77.21725,1.504049,181.40935,3.391636,77.295166,-19.671751,161.8303,15.412083,52.797375,-8.861522,146.21013,4.284896,184.55934,8.241751,74.0029,4.7248588,25.414999,-8.343442,64.63514,-1.9390482,76.090576,-7.9577055,57.338192,-1.5214441,75.972305,-0.33367968,83.14788,-5.114406,160.35703,blues
blues.00013.wav,66150,0.2579605,0.09034428,0.12677272,0.0039165956,1124.1131099756578,133566.83409653738,1804.5173027631204,93057.49957507545,2235.3121243990386,1289468.3471769975,0.03291391225961538,0.0004221978413282767,3.3807034e-06,0.015806045,-1.6502572e-05,0.0011592421,198.76802884615384,-221.14186,1517.8214,131.86136,389.94153,18.794659,533.6769,49.36571,135.82199,7.0065093,42.282547,24.862667,73.34728,-1.2234257,26.926458,11.074833,71.89721,-17.681498,59.309856,12.534794,70.906746,-9.386679,86.04542,2.3439553,37.48613,-4.4780407,35.101624,5.983777,73.48978,-4.2525725,48.833145,-3.0801697,32.979614,-7.4907064,39.47008,-4.462318,36.854538,-7.891277,22.794538,-10.513745,50.821484,blues
blues.00014.wav,66150,0.21342698,0.091842,0.08056826,0.0029748636,985.283869198167,24807.931767845053,1453.6999676631858,27404.880570607096,1838.0245267427886,254718.8206565803,0.03751502403846154,0.00015084244090424485,-3.6008278e-05,0.007030704,-0.00033443185,0.000823479,89.10290948275862,-273.0596,2993.2585,139.66327,215.2259,-0.43430305,671.5274,36.04916,117.82163,16.37178,152.48883,6.428727,77.83557,4.7067394,107.74475,-1.2991384,117.38097,-9.875587,27.931269,8.196029,43.088535,0.8402195,36.205215,-0.27797166,35.579945,5.3984675,56.298286,4.4565434,57.665985,1.280516,81.759285,3.8907306,51.280006,1.7060272,47.09282,-4.9757886,45.03052,0.13313799,42.454224,-4.0358906,39.05658,blues
blues.00015.wav,66150,0.31124043,0.09888376,0.0743795,0.0020986164,1722.2929934834842,315456.85699287243,1805.6749236799303,59065.64958468051,3290.0249774639424,340798.35485371616,0.08873197115384615,0.004170850663495487,-7.2980592e-06,0.0034075822,-0.00015781337,0.0025325704,99.38401442307692,-231.68657,4423.234,112.06509,1154.8229,-21.691263,563.75854,53.53016,679.5278,-0.28012368,338.24472,18.74101,105.02301,-1.0139169,85.14609,13.336523,102.644104,-24.257069,78.42894,17.42761,110.09048,-0.6557291,119.48358,4.351303,40.16226,-2.1889617,62.77875,9.187167,55.232258,-10.628983,74.75939,-0.78031135,35.156143,-5.728193,45.694767,-3.6119788,70.36401,2.6076021,88.2401,3.578853,167.44089,blues
blues.00016.wav,66150,0.30059302,0.09376406,0.0817748,0.00084960595,1376.6093472832074,89178.43129162518,1653.0965996926834,57611.10928510299,2631.9371619591348,583461.5463303743,0.0645282451923077,0.0005432696032100882,-1.842543e-05,0.004416585,-0.00014746394,0.0014541292,99.38401442307692,-210.051,2343.4946,141.09312,469.08304,-21.416475,772.3673,38.308613,372.16107,-1.6647255,95.49042,19.663906,127.5945,-9.771389,54.281754,6.8478546,102.26991,-21.688051,73.44207,25.79119,73.33777,3.853291,106.49014,9.304398,68.005226,-5.7946844,86.3415,8.706879,69.34839,-2.0874422,58.977974,1.4931713,45.602913,-7.853011,58.532993,0.5241923,37.38906,-0.71671134,42.412598,-2.7987962,32.928944,blues
blues.00017.wav,66150,0.30481255,0.09292881,0.11931239,0.0017177307,1368.6964965161774,229642.4001931253,1590.196655996106,87679.5233746036,2802.54638671875,935630.1499389685,0.059983473557692304,0.0007281063576421793,1.5843385e-05,0.0102587305,-8.2080594e-05,0.0020945352,161.4990234375,-205.45761,3910.0947,128.24051,990.07153,-15.746894,548.8978,78.07993,350.78024,8.709771,252.9126,18.733234,121.38488,-3.9427612,161.89243,7.879479,65.0165,-18.445786,133.24748,13.31114,94.52663,2.7380157,100.78722,-3.053025,70.83708,-0.2705673,76.88453,6.9438405,72.83242,-6.581761,85.71455,-3.9104884,40.93765,-6.433646,103.05811,-4.3058286,84.17493,-0.33334422,85.92294,-3.729185,45.647755,blues
blues.00018.wav,66150,0.29863608,0.095483586,0.06109097,0.0014035852,1383.4152781645632,139154.93038254284,2139.134479404838,134757.05065053396,3465.76904296875,2006464.679414034,0.037098106971153844,0.00016859665424866086,-6.2841e-05,0.0025119202,-0.00029861953,0.0009393053,135.99917763157896,-274.06912,1434.8204,115.271835,498.3536,23.898254,98.6163,47.420784,53.6054,8.960302,42.98333,32.932938,49.85948,-3.616415,19.38502,11.07542,72.326065,-15.974053,93.85871,17.57395,26.526672,-6.233297,21.91972,2.519584,29.71355,-9.550787,46.16935,5.3623443,59.58997,-4.7101145,56.354347,-1.0232687,24.228392,-4.0383444,33.193714,0.92660004,54.514595,2.861304,70.94863,3.998769,72.03875,blues
blues.00019.wav,66150,0.23916,0.098516844,0.0855857,0.0021345653,1098.7035982443342,280064.9627292106,1440.1801409485986,27433.934128482044,1875.873272235577,702995.1450690716,0.05323016826923077,0.0026784712887374606,-5.0517487e-05,0.005374223,-0.00019890445,0.0023141229,143.5546875,-279.19345,4090.3066,135.9713,735.98267,-2.9439228,944.9087,56.971806,201.5909,21.987545,79.66933,17.059721,52.72922,-5.4214587,113.08849,-1.1244546,213.78163,-15.769682,105.95884,13.705624,60.68929,-3.8193865,118.406296,-1.9622456,33.974888,-1.7585651,95.09942,12.2412815,84.68283,0.3293727,23.517067,-6.051865,40.933384,-5.7870483,46.6592,-3.9432814,39.3597,-4.9988837,67.164246,-6.728594,43.094673,blues
blues.00020.wav,66150,0.2747909,0.09579358,0.08256786,0.0014187676,1430.0304793134771,90364.33516947307,1827.1110579763374,65230.272496844555,2979.035832331731,512322.0391992986,0.05973182091346154,0.0008177368034272505,1.9840763e-05,0.00461866,-3.9156137e-05,0.0017317048,135.99917763157896,-217.88261,2966.978,128.8214,334.60922,-7.2634163,805.62646,43.58097,106.2622,0.010971832,129.34654,15.077441,67.01471,-11.400237,132.49855,10.6164665,71.41581,-22.480682,49.140976,15.708554,90.890396,-2.2087736,90.64163,7.1723866,126.845375,-4.4918437,81.970215,8.6344,62.375225,-9.912224,62.66884,-5.765699,75.94942,-8.370742,71.402145,-2.374519,83.45393,-1.5187409,147.5071,0.73734736,118.272224,blues
blues.00021.wav,66150,0.36694527,0.10579746,0.101979986,0.0036833843,1039.1124921469918,386846.57408870535,1485.0642165258107,67275.98816309706,1650.1059194711538,1290012.5799229864,0.04643930288461538,0.0027952276602299254,-3.0691954e-05,0.007808058,-0.00016283752,0.0026747272,99.38401442307692,-270.37778,8349.781,139.04823,1273.1008,13.2579155,1387.6997,50.248768,247.17876,14.936064,218.52576,23.621887,118.01014,4.756987,79.53715,6.412725,100.97006,-20.274137,126.35798,14.931372,79.790985,4.9218163,68.60747,3.1623094,60.299637,1.4563949,58.790737,9.023806,51.344273,-0.5127765,54.621235,0.104115106,36.981625,-2.8713408,39.98045,-2.9577675,55.449856,2.057293,87.084785,1.4005032,136.2089,blues
blues.00022.wav,66150,0.35559466,0.10717979,0.09437425,0.0023421345,779.0565891748272,78896.91708100251,1406.172521112496,59915.21951096816,1259.6095628004807,679837.8784793722,0.023873197115384614,0.00032680675122864853,-9.232176e-05,0.008053268,-0.0003523312,0.001223304,95.703125,-288.96402,4589.03,153.80673,604.39874,20.014809,1134.155,40.488853,97.89905,12.570248,151.15431,26.373322,111.8499,6.1091304,28.43154,8.908883,74.47281,-10.932445,110.54782,19.082903,45.119556,4.4517183,44.59378,-0.6480912,43.70972,-2.905448,37.4421,7.302994,50.46917,0.397329,74.381966,-1.8261355,30.48534,-6.2028713,24.971024,-6.0047565,41.054695,1.934767,50.081116,-2.6884985,31.407377,blues
blues.00023.wav,66150,0.31042567,0.08892323,0.09073904,0.0019082804,1017.2001587847823,66145.7021656171,1443.7262212234173,39575.79312201966,2090.7083834134614,514003.6569263808,0.04012920673076923,0.00022256478755431768,-9.573931e-05,0.00575346,-0.00024987658,0.0015575937,184.5703125,-238.688,2862.8977,150.99426,279.69168,-5.7844195,963.09845,62.201622,175.79736,7.7761517,50.04121,17.121897,111.04061,0.9343041,75.6705,-1.8939159,75.21487,-11.966827,96.420044,-2.0962455,75.63946,-3.7625215,121.3922,-7.545201,61.787994,-16.292116,95.37333,3.91234,35.89302,7.1151986,61.782085,-1.898684,25.21869,-6.0266747,41.56749,-4.8979716,47.04685,2.9533396,39.3255,-5.6103644,41.699295,blues
blues.00024.wav,66150,0.253826,0.094924085,0.1446539,0.0050475416,1336.215386152419,164534.643470416,1324.0031551881614,22958.79639302271,2577.855694110577,571913.8512514047,0.07177734375,0.001471394758958083,5.494885e-06,0.015716618,1.7663255e-05,0.004586652,99.38401442307692,-210.12807,4667.495,143.7971,374.55542,-43.896244,1145.3282,67.50183,185.9615,9.216526,179.34564,7.144573,184.25847,1.9367731,128.34544,8.227076,224.88443,-12.558463,108.95981,-0.62984157,65.40589,10.381642,78.59916,-5.5509677,63.832157,-4.2739735,60.480667,2.1843233,39.697998,-4.211636,80.381355,-2.4205534,41.764355,-13.160717,43.443012,-9.937588,66.90676,1.0518662,60.581238,-2.258558,93.55498,blues
blues.00025.wav,66150,0.2874378,0.0927876,0.09049417,0.002041903,882.2422985729023,45299.57324638284,1451.0582026382817,21839.434426862113,1861.3797701322114,682384.7922511708,0.03075420673076923,0.00017330090675128282,3.198097e-05,0.007122617,0.00015790448,0.00087326404,184.5703125,-268.8503,4103.651,147.62495,221.84962,9.324529,948.935,80.9492,159.79791,7.941194,61.148663,16.996504,110.277855,2.5814285,41.530228,6.2639527,53.405025,-3.9176304,29.361027,-0.14748946,47.530506,-11.086633,49.01444,-2.7880287,47.099873,-8.666692,54.43853,5.784637,32.43318,8.539417,43.723743,-3.2554095,32.421585,-5.0603123,57.27316,-3.862537,52.96469,0.04886146,71.82213,-0.67654264,38.013546,blues
blues.00026.wav,66150,0.2735588,0.097812586,0.06418982,0.002229755,955.9019611251128,81173.23916158717,1612.7932278278533,102270.6696304265,2116.9623272235576,1093772.4814622712,0.027884615384615386,0.00024151158756052953,0.00010318426,0.0042143064,0.0003985003,0.00087053806,83.35433467741936,-337.00055,5017.5986,122.96574,842.43945,14.697586,644.1043,67.43975,140.66988,14.473924,59.82345,24.96766,72.39934,8.58788,37.313583,12.625522,65.33191,3.7682872,30.186186,5.7668614,32.075905,-1.1894641,45.05018,-8.688221,38.303146,-1.8167856,46.593872,3.8276093,31.235363,4.7713623,27.318825,-3.9094276,28.153486,-8.188118,31.223581,-4.179696,35.10911,2.8118205,24.595207,5.4434624,53.1461,blues
blues.00027.wav,66150,0.25961772,0.0929727,0.094319485,0.0007230302,1301.397248114521,178066.4025948254,1469.1625237797284,36399.61423546314,2752.8543795072114,517956.0731652574,0.05359450120192308,0.0005009460590294832,1.1028067e-06,0.0071861404,1.3415078e-05,0.0008344615,95.703125,-231.64392,1224.4418,140.11278,855.4715,-25.19374,375.17752,78.84214,344.11893,-1.4753362,271.31927,12.725263,60.24441,-4.9467773,113.788445,1.3094693,59.489872,-11.547453,66.498886,-6.0211782,92.04207,-4.022804,64.851845,-0.7817582,46.467625,-1.3490373,59.80471,2.6493874,48.781017,-4.7915235,75.29922,2.8155322,36.19569,-7.808013,54.367825,-11.599191,50.426487,3.2950451,40.166668,-1.0671817,127.87506,blues
blues.00028.wav,66150,0.2550914,0.09468708,0.17623223,0.009947701,1252.726064742936,99334.36757999862,1252.847510286563,29933.339472227828,2208.4784405048076,207314.40214024493,0.07340745192307692,0.001397644753992205,-8.748213e-06,0.023576587,0.00017010375,0.0075988453,107.666015625,-189.48254,5720.0366,150.51746,424.53696,-44.23918,944.49493,37.136192,171.20657,12.403665,96.289635,14.28993,116.521,-2.5646508,196.4796,9.214677,93.78672,-14.2683935,68.37491,0.10279101,143.39168,-0.65789056,72.83884,-3.939285,82.002625,-2.4886491,41.218056,-2.0823343,33.614506,-1.9907161,44.815678,-5.4940777,41.11171,-12.273417,86.85321,-8.5104885,85.92216,-0.8606477,31.600218,-5.410295,86.894516,blues
blues.00029.wav,66150,0.24188174,0.10605375,0.15823261,0.0075075096,1727.6254103515191,407226.2035835108,2296.86091880851,189347.30236061895,4300.015024038462,4155633.0919301016,0.04797926682692308,0.0009224398460613905,1.7397551e-05,0.028691316,1.3761593e-06,0.0016745377,112.34714673913044,-212.99464,3375.2385,98.408455,667.4121,13.090443,318.6675,23.090929,157.95341,2.597185,92.46784,26.696405,73.04127,-26.038792,455.3217,12.283957,61.791992,-20.439436,106.32453,3.2551403,87.178825,-31.951262,125.34288,-6.9770083,64.46884,-4.677318,82.270935,4.5891676,93.1461,-4.309232,69.73485,-3.105456,112.59094,-10.4419565,116.96821,-2.8526142,112.558846,-9.223642,60.0119,-17.685848,72.35891,blues
blues.00030.wav,66150,0.2524514,0.08611526,0.12946883,0.0005822214,796.8771319649811,41043.327041408535,1363.8583038311317,69212.22155633684,1241.720440204327,306171.39548877993,0.027813251201923076,0.00010093690375604575,3.1890602e-06,0.016308984,-4.220215e-05,0.00018672238,151.99908088235293,-261.39352,1102.3752,142.39674,126.66454,11.462423,82.18286,28.241802,73.61863,-2.6989787,95.055336,15.21505,79.342575,-16.663141,108.359764,13.720316,112.20852,-8.402223,73.41997,-4.645798,41.912178,-19.403759,45.098732,-6.913297,51.973267,-12.653013,91.13319,-12.238706,69.29827,-21.957417,96.76934,-23.932734,59.06065,-19.818665,42.748814,-17.74176,55.24081,-15.289711,58.924595,-6.54513,94.061066,blues
blues.00031.wav,66150,0.20649962,0.092260234,0.15977058,0.004640251,1393.1031032037147,271952.67555645003,2097.304627672341,134538.83993631485,3249.277531550481,3013309.114985247,0.039990234375,0.0004996881118187537,1.7459583e-05,0.026474414,-1.791771e-05,0.0012801022,151.99908088235293,-215.06734,2314.636,106.032166,431.62146,18.87793,127.673515,29.872866,257.3326,-4.9961224,290.87195,27.551607,48.574886,-25.245367,205.49934,10.46773,175.06998,-30.511679,63.960472,-4.5087223,78.54437,-27.860636,96.423615,-10.551459,44.722828,-11.169212,42.660164,-3.9045134,32.14625,-11.94459,66.84237,-6.498504,46.461502,-17.866184,46.843452,-17.34972,45.696686,-15.307769,47.36015,-16.095398,81.96599,blues
blues.00032.wav,66150,0.29077557,0.103060484,0.15160623,0.0040586675,1083.2147754625041,164887.73703714713,1768.4852115418637,154035.1485078699,2056.6693584735576,2020550.9132372912,0.026363431490384615,0.0002723198529531265,-3.3578955e-05,0.025512334,-1.3492781e-05,0.00037047314,143.5546875,-248.03333,2912.362,118.01096,334.06738,9.948833,140.06842,19.168924,606.5062,-3.3269336,424.0454,29.83614,189.31268,-6.04257,134.99857,15.792583,105.69407,-13.234941,325.25003,3.3960507,68.81725,-12.83954,82.488754,-3.7411911,77.85654,-8.578378,138.54515,2.1768625,57.51314,-6.096793,74.055244,-13.608862,47.265575,-11.974463,83.92652,-12.577953,54.47857,-16.798746,36.970432,-15.337937,84.85249,blues
blues.00033.wav,66150,0.24401394,0.091268316,0.11619949,0.0026807643,916.6289054384542,113837.23952346103,1655.5729600982431,154222.7689852111,1523.2256610576924,1553493.9085815079,0.02960486778846154,0.0001412213342429618,2.7972933e-06,0.014069458,-1.5522435e-05,0.00056095584,161.4990234375,-281.13574,1713.3507,122.657936,183.03606,41.951412,116.48783,38.202885,64.43592,5.7718673,115.55759,25.39443,66.85161,-6.2640657,86.64977,10.667865,115.31427,-20.34123,96.50428,-5.9577327,60.921104,-17.102182,80.10959,-11.788224,63.446785,-22.21996,84.62416,-4.93989,45.6588,-10.817234,51.298164,-8.721174,109.84955,3.325393,158.93456,-0.46576867,138.85849,-5.40688,109.39317,-9.968483,109.53258,blues
blues.00034.wav,66150,0.23680988,0.097493134,0.16204682,0.003269279,1492.6655499896533,274265.685817204,2104.6040287934616,149728.47964764628,3422.619816706731,3640762.0812126873,0.043768780048076925,0.00045280091155915574,8.955269e-06,0.022614414,1.7410792e-05,0.00254508,184.5703125,-207.73302,3666.6963,110.16516,536.61865,10.926448,367.64236,20.677223,335.09982,-8.144221,330.72778,30.44659,69.11939,-19.811714,248.76544,20.029099,87.0447,-27.694809,88.293274,10.4874115,205.03485,-16.373108,83.25262,-13.437467,40.424053,-20.469913,93.92355,-5.8602953,72.803696,0.75673336,83.97622,-2.8669686,57.874023,-20.50024,125.6706,-11.51828,108.8286,-11.580696,55.558052,-17.53613,73.5716,blues
